timestamp,event_type,query_type,is_ddl,schema_table,event_size,affected_rows,affected_columns,query_length
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,39,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,39,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:40:19,WriteRowsEvent,INSERT,0,ecommerce_db.products,40,1,5,0
2025-08-22 13:41:11,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:11,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:11,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:13,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:41:13,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:13,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:13,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:15,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:15,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:17,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:17,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:20,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:41:21,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:21,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:21,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:23,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:23,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:23,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:24,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:24,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:24,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:25,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:25,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:25,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:27,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:41:28,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:28,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:28,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:30,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:30,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:30,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:32,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:32,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:32,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:33,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:33,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:35,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:35,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:36,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:41:37,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:37,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:37,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:38,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:38,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:38,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:40,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:40,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:40,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:41,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:41,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:41,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:42,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:42,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:42,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:44,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:44,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:44,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:45,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:41:46,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:46,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:46,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:47,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:48,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:48,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:49,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,85,1,4,0
2025-08-22 13:41:49,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:49,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:49,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:51,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:51,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:51,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:52,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:52,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:52,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:54,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:54,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:54,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:55,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:55,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:55,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:41:56,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:56,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:56,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:57,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:57,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:57,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:41:59,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:41:59,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:41:59,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:00,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:00,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:00,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:02,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:02,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:02,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:03,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:03,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:03,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:03,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:03,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:03,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:05,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:05,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:05,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:06,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:06,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:08,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:08,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:08,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:09,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:09,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:10,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:10,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:10,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:12,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:12,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:12,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:14,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:14,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:14,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:15,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:15,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:15,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:16,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:16,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:16,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:17,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:17,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:17,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:18,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:18,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:19,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:42:21,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:21,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:21,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:23,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:23,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:23,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:24,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:24,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:24,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:26,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:26,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:26,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:27,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:27,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:27,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:28,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:28,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:28,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:29,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:29,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:29,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:31,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:31,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:31,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:32,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:42:33,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:33,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:33,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:35,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:35,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:36,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:36,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:36,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:37,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:37,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:37,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:39,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:42:40,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:40,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:42,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:42,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:42,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:43,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:42:43,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:43,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:44,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:44,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:44,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:46,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:42:47,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:47,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:49,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:49,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:49,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:50,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:50,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:50,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:51,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:42:52,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:52,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:52,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:53,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:53,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:53,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:54,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:42:55,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:55,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:55,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:42:57,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:57,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:57,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:42:58,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:42:58,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:42:58,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:00,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:43:02,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:43:03,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,77,1,4,0
2025-08-22 13:43:05,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:05,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:05,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:07,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:43:08,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:08,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:10,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:10,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:10,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:43:11,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:11,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:11,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:13,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:13,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:13,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:14,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:14,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:14,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:43:15,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:15,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:15,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
2025-08-22 13:43:17,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:43:18,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:18,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:19,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:20,UpdateRowsEvent,UPDATE,0,ecommerce_db.users,81,1,4,0
2025-08-22 13:43:22,DeleteRowsEvent,DELETE,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:22,DeleteRowsEvent,DELETE,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:23,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:23,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:23,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:24,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:24,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:24,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,69,1,5,0
2025-08-22 13:43:25,WriteRowsEvent,INSERT,0,ecommerce_db.orders,29,1,4,0
2025-08-22 13:43:26,WriteRowsEvent,INSERT,0,ecommerce_db.order_items,32,1,5,0
2025-08-22 13:43:26,UpdateRowsEvent,UPDATE,0,ecommerce_db.products,71,1,5,0
